OTU id	GC content	Rho scores	Rho homolog	length of U-rich sequence	Completeness	Contamination	Taxonomy					
OTU-40429	61.41909	3.80265392354125	1	4	99.05	2.01	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia cardiffensis					
OTU-30409	65.3263899999999	3.69217381228275	1	4	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia cellulosilytica					
OTU-33756	69.6619399999999	3.83095000000001	1	0	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia georgiae					
OTU-35051	69.95245	3.88878011695908	1	0	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia hongkongensis					
OTU-30569	65.1701999999999	3.65691856287427	1	4	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia keddieii					
OTU-20239	63.77932	3.83980467445743	1	0	99.05	3.08	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia mediterranea					
OTU-31951	65.3706399999999	3.64120351390923	1	3	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia meyeri					
OTU-22666	64.8208599999999	3.68619367088609	1	4	99.76	0.95	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia odontolyticus					
OTU-33662	65.4394399999999	3.68100114810564	1	4	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia odontolyticus_A					
OTU-2413	65.362	3.67177399756988	1	4	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia odontolyticus_B					
OTU-32676	65.9251099999999	3.6912132701422	1	4	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia odontolyticus_C					
OTU-4926	57.01478	3.42863541666666	1	5	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia pacaensis					
OTU-20617	70.35691	4.11471758793972	1	0	96.32	3.71	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia polynesiensis					
OTU-22637	55.76365	3.34105063291139	1	5	100	0.57	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia pyogenes					
OTU-7491	58.884079999999905	3.42058517034067	1	4	99.29	0.95	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia radingae					
OTU-30568	66.0825199999999	3.79775221238939	1	0	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000185285					
OTU-4127	64.46325	3.49111340206186	1	4	100	0.95	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000278725					
OTU-11446	55.93614	3.32251844262294	1	5	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000308055					
OTU-155	64.56649	3.6467924050633	1	4	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000411415					
OTU-2138	65.9745399999999	3.65851403061226	1	3	99.53	0.57	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000466265					
OTU-6115	65.3681499999999	3.66295558223291	1	4	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp001838165					
OTU-31667	56.35821	2.9648422330097	1	4	99.88	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia suimastitidis					
OTU-31090	57.15945	3.20371	1	5	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia turicensis					
OTU-18106	57.5321	3.5188814229249	1	4	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia vaccimaxillae					
OTU-42071	59.61664	3.07879385964911	1	4	96.55	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__					
OTU-33528	65.58716	3.43860559006211	1	4	99.78	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella bernardiae					
OTU-28417	59.667570000000005	3.29073180076628	1	4	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella pyogenes					
OTU-41481	50.510040000000004	2.46584155844155	1	5	99.29	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Urmitella;s__Urmitella timonensis					
OTU-24765	51.59047999999991	2.53402747252747	1	5	99.53	0.55	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__					
OTU-2889	53.40024	2.84249874055415	1	5	99.53	0.95	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum cambriense					
OTU-9575	52.49984	2.74688741721854	1	5	97.77	3.91	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum cambriense_A					
OTU-35355	53.0134999999999	2.72889386792452	1	5	99.29	0.51	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum cambriense_B					
OTU-42128	52.993080000000006	2.68076829268292	1	5	99.53	0.59	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum sp900106855					
OTU-42257	56.202889999999904	2.68159453781512	1	5	100	0.95	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Winkia;s__Winkia neuii					
OTU-41065	56.564080000000004	2.81370869565217	1	5	99.68	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Winkia;s__Winkia sp002849225					
OTU-21578	72.45216999999991	4.17693589743591	1	0	99.82	0.54	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Angustibacteraceae;g__Angustibacter;s__Angustibacter sp001426435					
OTU-31419	73.11567	4.17543350864013	1	0	99.71	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae;g__Beutenbergia;s__Beutenbergia cavernae					
OTU-44964	68.6042399999999	4.06998291293736	1	0	99.71	0.29	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae;g__Haloactinobacterium;s__Haloactinobacterium album					
OTU-31715	69.96266	4.14219198149577	1	0	98.64	0.78	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae;g__Ruania;s__Ruania albidiflava					
OTU-30771	71.20074	4.10185741811178	1	0	97.58	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae;g__Serinibacter;s__Serinibacter salmoneus					
OTU-29541	73.29144	4.26469407114625	1	0	97.58	0.87	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae;g__Serinibacter;s__Serinibacter sp001898885					
OTU-28895	73.1883	4.08063849372386	1	0	97.58	0.58	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae;g__Serinibacter;s__Serinibacter sp003074035					
OTU-19805	73.03422	4.28128415697674	1	0	96.71	0.1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae;g__Serinibacter;s__Serinibacter sp003121705					
OTU-42246	43.75048	1.76557692307692	1	6	99.32	0.53	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Alloscardovia;s__					
OTU-34218	50.03191	2.31878170144462	1	6	99.77	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Alloscardovia;s__Alloscardovia criceti					
OTU-23632	55.76618	2.6491426056338	1	5	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Alloscardovia;s__Alloscardovia macacae					
OTU-34740	46.52776	1.84518047882136	1	6	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Alloscardovia;s__Alloscardovia omnicolens					
OTU-34971	39.355059999999995	1.12589115646258	1	7	97.1	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__					
OTU-33311	45.19544	1.19899431818181	1	6	98.14	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__					
OTU-44898	50.35301	2.18408077994429	1	6	97.56	0.67	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__					
OTU-27688	56.03583	2.72108801696713	1	5	99.08	0.46	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__					
OTU-29615	65.3613	3.41114554455447	1	3	99.94	0.49	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__					
OTU-34188	60.803580000000004	3.48574633431085	1	4	97.95	2.33	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__					
OTU-19816	62.30691	3.57451917177915	1	4	99.32	2.54	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__					
OTU-39219	66.53815	3.73653028972785	1	0	98.64	0.91	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__					
OTU-15885	59.09774	3.13772004744959	1	5	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis					
OTU-34250	64.61002	3.48705517241381	1	3	99.88	3	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium aesculapii					
OTU-33737	59.27221	3.07378787878788	1	4	99.77	0.09	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium angulatum					
OTU-15221	60.42136	3.22105306122449	1	4	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis					
OTU-23386	64.28631	3.40751256830602	1	3	100	0.22	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium anseris					
OTU-44362	52.26216	2.63342171189979	1	5	98.83	2.97	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium aquikefiri					
OTU-24093	60.11297	3.45394517958412	1	4	97.64	1.33	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides					
OTU-40740	60.44714	3.54275141242937	1	4	97.18	0.76	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides_A					
OTU-26459	60.61453	3.5641663405088	1	4	97.03	0.87	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides_B					
OTU-20643	59.21602	3.38831647940075	1	4	97.12	0.76	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides_E					
OTU-20644	59.03593	3.35744680851063	1	4	97.12	1.02	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides_F					
OTU-45376	59.498569999999994	3.45178794642857	1	4	97.12	0.76	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides_G					
OTU-45534	63.09399	3.32708414725771	1	4	99.91	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium biavatii					
OTU-2990	62.60096000000001	3.43622048066877	1	4	99.54	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum					
OTU-41062	57.28739	2.65533053691275	1	5	97.37	0.3	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bohemicum					
OTU-38780	55.906659999999995	2.54083409090909	1	4	95.12	0.38	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bombi					
OTU-12769	59.26707	3.15520370370371	1	4	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium boum					
OTU-12017	58.885889999999996	3.17645744680852	1	4	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve					
OTU-42079	61.64206	3.48358628659477	1	4	99.48	0.92	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium callitrichidarum					
OTU-37487	63.47421	3.65037330754354	1	3	100	1.19	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium callitrichos					
OTU-21218	64.29804	3.65287239819007	1	4	99.54	0.86	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium callitrichos_A					
OTU-17428	56.198119999999996	2.80747932816537	1	5	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum					
OTU-32983	62.9337199999999	3.48649385245903	1	4	99.09	1.59	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catulorum					
OTU-38444	65.31411	3.44256542617048	1	0	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium choerinum					
OTU-41061	53.91347	2.39135269709543	1	5	95.93	0.61	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium commune					
OTU-29485	62.439460000000004	3.26932273838631	1	3	100	1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium criceti					
OTU-37663	57.70166	2.78985365853658	1	4	99.14	1.93	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium crudilactis					
OTU-32995	64.78173000000001	3.58122245108137	1	3	99.22	1.05	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium cuniculi					
OTU-4974	58.537530000000004	3.29875719217492	1	4	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium					
OTU-42989	62.12417	3.54423083778968	1	4	99.02	0.69	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium eulemuris					
OTU-20201	57.577389999999994	2.84860921052632	1	4	99.33	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium gallicum					
OTU-14205	63.92447	3.34287057522125	1	4	99.09	0.19	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium gallinarum					
OTU-42988	54.34445999999989	2.66224090909091	1	5	99.31	1.04	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium hapali					
OTU-42985	55.99529	3.02017094972067	1	5	99.31	0.92	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium imperatoris					
OTU-38722	60.48962	3.57660465116279	1	4	96.31	0.61	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium indicum					
OTU-38850	65.24059	3.44402717391306	1	0	99.78	0.53	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium italicum					
OTU-36639	42.40706	1.17933653846153	1	7	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium lacrimalis					
OTU-19525	62.5859	3.58465627864346	1	4	99.48	1.38	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium lemurum					
OTU-9266	59.73495	3.41579865771813	1	4	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum					
OTU-29311	58.693740000000005	2.84608320493066	1	5	96.62	0.44	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium magnum					
OTU-43705	61.80047	3.50011923076925	1	4	99.3	1.93	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium margollesii					
OTU-33771	60.22336000000001	3.26731317494602	1	4	99.77	1.09	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium merycicum					
OTU-35967	62.51502	3.51669306930693	1	0	99.71	0.45	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium minimum					
OTU-22538	62.664719999999996	3.45895797101449	1	0	98.82	0.61	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium mongoliense					
OTU-33403	59.84447000000001	3.41869770114944	1	4	100	0.68	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium moukalabense					
OTU-34379	62.467839999999995	3.35425948275864	1	4	99.45	0.77	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium myosotis					
OTU-42986	65.7135999999999	3.67268902439027	1	0	100	1.19	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium parmae					
OTU-3242	56.72679000000001	3.05292750287688	1	5	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum					
OTU-27954	62.98484	3.32856151419558	1	4	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum					
OTU-724	63.01428	3.24781213872832	1	4	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum_A					
OTU-40415	58.584689999999995	3.29395856353591	1	3	98.86	1.97	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium psychraerophilum					
OTU-35905	64.2672499999999	3.51336159600998	1	3	98.94	0.08	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum					
OTU-19930	60.37697	3.20508477842005	1	4	99.54	0.88	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium reuteri					
OTU-38505	59.02178	3.18465190651907	1	5	100	0.61	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium ruminantium					
OTU-22341	56.25407	2.9956670113754	1	5	99.54	0.69	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium saguini					
