otu_id	genome_id	type	study	taxonomy	rho homologs	phylum	completeness	contamination	rho scores	CDS counts	stem length	loop length	U count	number	genome size
OTU-152	3300027917_122	MAG	GEM	d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__	3300027917.a:Ga0209536_100038904_3	Omnitrophota	80.71	0.0	1.3136772151898732	1439	12.0	6.0	7.0	175.0	1366156
OTU-153	3300027917_123	MAG	GEM	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__;f__;g__;s__	3300027917.a:Ga0209536_100040083_2	Margulisbacteria	76.07	3.51	2.249953703703704	1398	14.0	5.0	6.0	221.0	1350809
OTU-158	3300026264_24	MAG	GEM	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__;s__	3300026264.a:Ga0207991_1000809_17	Marinisomatota	68.07	3.3	1.3882365145228213	1813	11.0	6.0	8.0	249.0	1957669
OTU-18094	NielsenHB_2014__V1_UC55_0__bin.51	MAG	Pasolli et al.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	NODE_568_length_55251_cov_3.44358_29	Firmicutes_A	96.4614	1.32336	1.4569821162444105	2601	15.0	5.0	7.0	685.0	3003083
OTU-18095	2645727704	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E cremoricolorata_A	Ga0081998_11_4083	Proteobacteria	99.75	0.59	3.805363907087551	4278	13.0	4.0	4.0	1679.0	4780403
OTU-18096	2597490295	MAG	IMG	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__Izemoplasma_A;s__Izemoplasma_A sp000753575	.	Firmicutes	92.0	1.33	0.5963818681318683	2277	13.0	4.0	9.0	746.0	2115618
OTU-18097	2643221654	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__Rhizobacter sp001425865	Ga0102098_105_525	Proteobacteria	99.84	1.17	4.015977484472069	4923	12.0	4.0	0.0	1290.0	5273570
OTU-164	3300014720_44	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__;g__;s__	3300014720.a:Ga0172376_10056692_2	Proteobacteria	74.54	3.07	2.1247878787878784	2321	11.0	5.0	6.0	339.0	2233968
OTU-18098	GCF_001685025.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_D;s__Bacillus_D sp001685025	NZ_MAYU01000024.1_226	Firmicutes	98.61	4.32	1.8023455541508706	5062	14.0	5.0	7.0	2384.0	5166106
OTU-166	3300014720_40	MAG	GEM	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__;s__	.	Chloroflexota	75.71	1.36	2.806374509803922	2432	12.0	5.0	5.0	527.0	2505938
OTU-18100	2579778889	isolate	IMG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter jeongneungensis	U859DRAFT_AYMG01000010_1.10_8	Bacteroidota	97.61	0.74	1.7900840611353777	5820	13.0	5.0	7.0	1845.0	6708080
OTU-18101	GCF_002934545.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella xylanolyticus	NZ_PTJA01000015.1_63	Firmicutes_A	99.37	2.53	1.512585614258437	5318	16.0	5.0	7.0	1584.0	5629247
OTU-18102	GCA_002702745.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__MED-G13 sp002702745	PABM01000023.1_6	Bacteroidota	86.21	4.08	1.1278208955223883	1228	11.0	5.0	8.0	139.0	1327887
OTU-18103	2775506998	isolate	IMG	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio trichonymphae	Ga0259279_11_381	Desulfobacterota_A	94.08	0.0	2.639618181818182	1335	11.0	5.0	6.0	220.0	1410056
OTU-18104	2739367557	SAG	IMG	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__;g__;s__	Ga0191151_132_12	Verrucomicrobiota	68.92	0.68	3.657340073529414	1938	11.0	4.0	4.0	552.0	1985862
OTU-18105	GCA_003141675.1	MAG	NCBI-MAG	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__RBG-16-64-43;g__FEN-1073;s__FEN-1073 sp003141675	PLND01000015.1_22	Chloroflexota	95.45	2.0	3.4458410958904198	2532	13.0	4.0	5.0	745.0	2822935
OTU-18106	2523533527	isolate	IMG	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia vaccimaxillae	G439DRAFT_scaffold00003.3_194	Actinobacteriota	100.0	0.47	3.518881422924902	2064	16.0	4.0	4.0	507.0	2338426
OTU-1230	3300025502_36	MAG	GEM	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA11359;g__UBA6065;s__	.	Patescibacteria	83.75	1.72	2.01640490797546	624	13.0	4.0	7.0	167.0	569763
OTU-18107	GCF_001949975.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G kunkeei_A	.	Firmicutes	98.07	0.62	1.0089895287958117	1491	15.0	4.0	9.0	580.0	1599909
OTU-188	3300025225_5	MAG	GEM	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_E;s__	3300025225.a:Ga0209566_100704_10	Firmicutes_I	69.64	0.0	1.9573703703703837	5196	16.0	4.0	7.0	2038.0	5482861
OTU-190	3300025225_2	MAG	GEM	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Cohnella;s__	3300025225.a:Ga0209566_100590_7	Firmicutes_I	92.74	0.86	2.7637274167987314	5768	15.0	4.0	5.0	2539.0	6734698
OTU-191	GCF_002942785.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia cepacia	NZ_PTMA02000019.1_41	Proteobacteria	100.0	0.0	3.7257690941384944	7066	14.0	4.0	0.0	3400.0	7772935
OTU-18109	2786546671	MAG	IMG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__CG2-30-68-42;s__CG2-30-68-42 sp001872285	Ga0302007_174_97	Proteobacteria	93.41	1.97	3.7440117508813304	3021	12.0	5.0	0.0	858.0	3098774
OTU-18110	GCA_002435865.1	MAG	NCBI-MAG	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA5614;s__UBA5614 sp002435865	DIWV01000007.1_473	Cloacimonadota	82.35	1.1	1.7455398457583544	1705	12.0	5.0	7.0	394.0	2138939
OTU-18111	2606217317	isolate	IMG	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Prochlorococcus;s__Prochlorococcus sp000760215	.	Cyanobacteria	100.0	0.0	1.7356213991769547	1830	10.0	5.0	7.0	245.0	1750918
OTU-18112	GCA_002375495.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3611;s__UBA3611 sp002375495	DFLU01000007.1_203	Bacteroidota	99.24	0.19	1.7772543209876552	3086	13.0	5.0	7.0	815.0	3378100
OTU-203	3300012081_5	MAG	GEM	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__;s__	3300012081.a:Ga0154003_1000044_29	Firmicutes	94.57	0.78	1.2776383285302595	1947	14.0	5.0	7.0	703.0	1931713
OTU-9564	3300012081_4	MAG	GEM	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__;s__	3300012081.a:Ga0154003_1000061_23	Firmicutes	91.86	3.1	1.146167852062589	1946	14.0	5.0	7.0	716.0	1944105
OTU-18113	GCF_004348865.1	isolate	NCBI-RefSeq	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsidaceae;g__Chroococcidiopsis;s__	.	Cyanobacteria	98.96	0.89	2.3833611577181233	5205	13.0	5.0	5.0	2389.0	5969679
OTU-18114	2799112438	MAG	IMG	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__CAG-1000 sp900313815	.	Firmicutes	80.43	4.21	0.40292307692307683	1071	13.0	4.0	9.0	402.0	1032804
OTU-18115	2799112439	MAG	IMG	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG842;s__RUG842 sp900313775	.	Firmicutes_A	80.36	1.92	2.0685384615384605	1613	13.0	4.0	6.0	304.0	1605382
OTU-210	ERR1293861_bin.21	MAG	Almeida et al.	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	NODE_83_length_84434_cov_5.876995_51	Bacteroidota	98.75	0.38	2.9805420168067234	2256	14.0	5.0	5.0	732.0	2772884
OTU-18116	2799112435	MAG	IMG	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900316255	.	Firmicutes_A	95.62	0.73	3.0489420814479793	2531	15.0	4.0	5.0	1131.0	2708071
OTU-18117	2799112436	MAG	IMG	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1213;s__UBA1213 sp900316485	.	Firmicutes_A	95.57	1.34	1.4695562403697993	1954	15.0	5.0	7.0	685.0	2155634
OTU-18118	2799112431	MAG	IMG	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__RUG727;s__RUG727 sp900321795	.	Firmicutes	83.78	2.46	0.46193577981651374	1020	12.0	5.0	9.0	350.0	904095
OTU-18119	HMP_2012__SRS023595__bin.38	MAG	Pasolli et al.	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__;s__	.	Patescibacteria	61.7284	0.925926	1.6353517587939697	888	13.0	5.0	6.0	201.0	862894
OTU-18120	GCF_000764555.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Francisella;s__Francisella sp000764555	NZ_CP009574.1_1713	Proteobacteria	98.71	0.75	0.8173263888888888	1958	9.5	5.0	7.0	288.0	2015987
OTU-18121	GCF_002911475.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475	.	Firmicutes	99.68	0.0	1.1330639053254437	2520	16.0	5.0	8.0	884.0	2366722
OTU-218	3300018465_6	MAG	GEM	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA12294;s__	.	Chloroflexota	61.72	1.67	2.8508023904382607	4116	14.0	4.0	6.0	1316.0	3898564
OTU-222	3300009540_17	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella;s__	3300009540.a:Ga0073899_10000790_1	Bacteroidota	100.0	0.99	1.8442693565976027	3342	12.0	5.0	7.0	930.0	3897517
OTU-223	3300009540_11	MAG	GEM	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__	3300009540.a:Ga0073899_10000373_8,3300009540.a:Ga0073899_10000258_24	Chloroflexota	95.27	2.73	3.279201957753733	5318	14.0	5.0	5.0	1999.0	6402157
OTU-24738	XieH_2016__YSZC12003_35837__bin.67	MAG	Pasolli et al.	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	NODE_16079_length_2666_cov_2.39295_1	Bacteroidota	65.8781	0.0	1.3863902439024387	3598	14.0	5.0	6.0	950.0	3566031
OTU-18122	GCA_002448475.1	MAG	NCBI-MAG	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA3636;g__UBA3636;s__UBA3636 sp002448475	.	Verrucomicrobiota	88.1	1.69	4.0051962732919435	3293	12.0	4.5	3.0	824.0	4477447
OTU-232	XieH_2016__YSZC12003_35511__bin.22	MAG	Pasolli et al.	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	NODE_247_length_78748_cov_7.05233_35	Actinobacteriota	100.0	0.806452	3.0527457817772876	1818	15.0	5.0	5.0	896.0	2147125
OTU-235	3300024960_3	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__	3300024960.a:Ga0207969_100319_24	Proteobacteria	94.81	2.72	3.7027925531915113	3587	12.0	4.0	3.0	963.0	3567186
OTU-7870	3300025693_27	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__	.	Proteobacteria	50.86	0.0	1.2860720000000005	941	13.0	5.0	7.0	267.0	997442
OTU-42256	GCF_003970495.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus pasteuri	NZ_RXWW01000038.1_11	Firmicutes	99.17	0.02	0.8325863723608438	2440	16.0	6.0	8.0	1064.0	2462952
OTU-18124	GCA_002366675.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Oceanihabitans;s__Oceanihabitans sp002366675	DFBO01000022.1_14	Bacteroidota	83.36	2.41	0.8881707717569782	2515	13.0	4.0	8.0	639.0	2548718
OTU-250	3300017526_58	MAG	GEM	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__CG1-02-41-26;s__	.	Patescibacteria	65.8	0.86	1.2988421052631582	673	15.0	4.0	6.0	159.0	613031
OTU-251	3300017526_59	MAG	GEM	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__UBA6264;g__;s__	.	Patescibacteria	61.79	0.0	1.3649056603773586	614	14.0	5.0	8.0	164.0	619435
OTU-1632	3300020470_34	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__AG-430-B22;s__AG-430-B22 sp002728335	3300020470.a:Ga0211543_10010314_3	Proteobacteria	82.66	0.0	1.4240645161290324	1216	10.0	5.0	8.0	97.0	1147528
OTU-18125	GCF_003987045.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Idiomarina;s__Idiomarina sp002733825	NZ_PIPZ01000003.1_214	Proteobacteria	99.66	0.28	2.3286240310077524	2271	12.0	4.0	6.0	519.0	2411077
OTU-255	3300017526_52	MAG	GEM	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5738;g__UBA5738;s__	.	Patescibacteria	58.77	0.0	1.6107943925233652	799	12.0	4.0	7.0	226.0	758583
OTU-38454	2585428044	isolate	IMG	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lactonifactor;s__Lactonifactor longoviformis	EJ64DRAFT_scaffold00022.22_28	Firmicutes_A	99.37	1.29	1.6589385474860348	4450	16.0	5.0	7.0	1281.0	4839287
OTU-257	3300025740_34	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__UBA8202;s__UBA8202 sp003521565	3300025740.a:Ga0208940_1000176_49	Bacteroidota	95.0	4.05	1.6254781341107856	2070	11.0	6.0	7.0	347.0	2489872
OTU-258	3300009762_6	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__FEN-1297;s__FEN-1297 sp003142915	3300009762.a:Ga0116130_1000293_6	Bacteroidota	92.89	0.58	1.183863397548161	2942	12.0	4.0	6.0	585.0	3202570
OTU-18128	GCA_003331505.1	MAG	NCBI-MAG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__	QOPB01000002.1_161	Proteobacteria	63.25	0.0	0.9125	1101	10.0	5.0	7.0	122.0	1056933
OTU-23225	651324068	isolate	IMG	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc gelidum	.	Firmicutes	99.44	0.19	0.7154202453987728	1958	14.0	4.0	8.0	667.0	1957281
OTU-18129	FengQ_2015__SID31416__bin.22	MAG	Pasolli et al.	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	NODE_987_length_16422_cov_2.7999_10	Actinobacteriota	86.1943	1.07527	1.5973808463251664	1553	12.0	5.0	6.0	469.0	1624633
OTU-18131	GCF_003340305.1	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__	NZ_PPUU01000020.1_20	Actinobacteriota	100.0	0.81	3.1993294685990494	2387	13.0	4.0	4.0	1049.0	2822848
OTU-18132	2651870223	MAG	IMG	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__S15-B10;g__S15-B10;s__S15-B10 sp001626655	Ga0114060_1074_25	Marinisomatota	72.35	0.18	3.3228491620111718	1600	11.0	5.0	5.0	193.0	1471520
OTU-18133	GCA_003170255.1	MAG	NCBI-MAG	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__Palsa-1478;s__Palsa-1478 sp003140215	PNAQ01000026.1_42	Eremiobacterota	87.21	2.78	3.7997664233576844	4002	13.0	4.0	0.0	835.0	3899255
OTU-30385	GCA_001816475.1	MAG	NCBI-MAG	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA10165;g__UBA10165;s__UBA10165 sp001816475	MHCC01000001.1_3	Patescibacteria	58.58	0.0	1.8105925925925928	977	11.0	4.5	6.0	108.0	958425
OTU-18134	GCF_002100145.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp002100145	NZ_JXQD01000032.1_5	Proteobacteria	97.1	2.3	2.2445021186440757	3832	13.0	4.0	6.0	1419.0	4249757
OTU-18136	GCA_003567055.1	MAG	NCBI-MAG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Salinarimonas;s__	PXAW01000541.1_1	Proteobacteria	72.84	3.01	3.773611862643103	3443	13.0	4.0	3.0	1037.0	3186548
OTU-34028	GCA_002067395.1	MAG	NCBI-MAG	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__;s__	MVRO01000023.1_22	Firmicutes_B	88.79	1.58	1.554794959908361	3545	12.0	5.0	6.0	891.0	3446471
OTU-18137	GCA_003597995.1	MAG	NCBI-MAG	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5627;g__;s__	QZJY01000026.1_40	Chloroflexota	89.11	0.0	2.7883773234200735	1967	12.0	4.0	5.0	546.0	1801897
OTU-18138	GCF_002156075.1	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	.	Actinobacteriota	92.29	2.61	4.069160564225627	9903	15.0	4.0	0.0	3563.0	10317375
OTU-18139	GCA_001898705.1	MAG	NCBI-MAG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caedimonadales;f__Caedimonadaceae;g__Paracaedimonas;s__Paracaedimonas sp001898705	MKUU01000006.1_66	Proteobacteria	80.7	1.39	1.7042195845697312	1810	12.0	5.0	7.0	340.0	1957730
OTU-273	3300027847_70	MAG	GEM	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__UBA2991;s__	3300027847.a:Ga0209402_10000011_64	Chloroflexota	89.37	1.98	1.6217486338797815	1672	9.0	5.0	6.0	185.0	1603044
OTU-6436	3300027770_3	MAG	GEM	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__Schlesneria;s__	3300027770.a:Ga0209086_10010934_6,3300027770.a:Ga0209086_10028068_2	Planctomycetota	86.05	1.12	3.5549064960629946	5176	13.0	4.0	4.0	2112.0	6407439
OTU-276	LiJ_2014__MH0262__bin.60	MAG	Pasolli et al.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp002472405	.	Firmicutes_A	91.2752	0.0	2.3193039073806094	1946	14.0	4.0	6.0	698.0	1996302
OTU-1826	3300011989_18	MAG	GEM	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp002471975	.	Firmicutes_C	72.78	0.0	2.2136500566251422	1807	15.0	5.0	7.0	909.0	2117390
OTU-18141	GCA_003158295.1	MAG	NCBI-MAG	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__Fen-1039;s__Fen-1039 sp003158295	PMIP01000011.1_1	Chloroflexota_A	91.52	2.78	4.08322206896554	2508	13.0	4.0	0.0	730.0	2718830
OTU-18142	GCF_001807505.1	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp001767255	NZ_KV789259.1_122	Actinobacteriota	99.12	0.0	3.078258188824663	2233	14.0	5.0	5.0	526.0	2418743
OTU-36346	GCF_000455145.1	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium brisbanense	AUWS01000091.1_6	Actinobacteriota	99.78	1.51	3.8885335243552968	7502	14.0	4.0	3.0	1765.0	7690050
OTU-18144	3300016560	SAG	IMG	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__;s__	.	Bacteroidota	53.02	0.55	0.9157807017543859	1369	12.0	5.0	8.0	231.0	1553789
OTU-281	3300025633_7	MAG	GEM	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__	3300025633.a:Ga0208480_1002086_4	Actinobacteriota	81.43	3.85	4.080310657596369	2783	12.0	5.0	0.0	480.0	2557599
OTU-282	3300025633_4	MAG	GEM	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	3300025633.a:Ga0208480_1000119_10	Acidobacteriota	97.83	0.87	3.3377671517671517	4458	11.0	5.0	4.0	488.0	4901361
OTU-283	GCA_002481145.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900316565	DLDL01000075.1_11	Bacteroidota	93.33	0.05	2.1082335766423355	1959	14.0	5.0	6.0	732.0	2479112
OTU-18147	GCF_001761385.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__Hydrogenophaga crassostreae	NZ_CP017476.1_2558	Proteobacteria	99.45	0.23	3.6886154385964964	4588	13.0	4.0	4.0	1425.0	4944132
OTU-18148	2524614677	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Nisaeales;f__Nisaeaceae;g__Nisaea;s__Nisaea denitrificans	K328DRAFT_scaffold00003.3_351	Proteobacteria	100.0	0.87	3.4939941275168	4273	12.0	4.0	4.0	1193.0	4626718
OTU-1889	3300029485_11	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691;s__	.	Firmicutes_A	97.99	0.67	2.3174039800995097	2494	15.0	5.0	6.0	1010.0	2707369
OTU-18150	GCF_001640115.1	isolate	NCBI-RefSeq	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter atrinae	NZ_LVWE01000010.1_156	Bacteroidota	99.66	0.73	0.7801272570937235	3526	14.0	4.0	8.0	1173.0	3942702
OTU-18151	GCA_002342065.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__b-17BO;g__UBA2475;s__UBA2475 sp002342065	DDPF01000003.1_111	Bacteroidota	99.52	2.06	1.2534200700116684	3541	13.0	5.0	8.0	858.0	4145700
OTU-295	GCF_000250875.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella parvirubra	NZ_JH604969.1_1	Proteobacteria	94.88	1.55	4.057474396135297	2072	16.0	4.0	4.0	1078.0	2376899
OTU-18152	GCA_002705385.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp002705385	.	Bacteroidota	79.41	3.43	1.2057716049382718	1307	10.0	5.0	7.0	163.0	1393000
OTU-18153	GCA_003170475.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1268;s__Fen-1268 sp003170475	PMZI01000079.1_53	Bacteroidota	94.41	1.37	3.4915528781793914	3445	13.0	5.0	5.0	753.0	4075875
OTU-18154	2791354803	isolate	IMG	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Glutamicibacter;s__Glutamicibacter sp002979915	Ga0268626_108_23	Actinobacteriota	99.51	1.19	3.2844818101153668	3511	19.0	4.0	5.0	1130.0	3785151
OTU-300	3300025648_34	MAG	GEM	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA11359;g__C7867-002;s__	.	Patescibacteria	82.03	1.72	2.3311201413427547	935	12.0	4.0	6.0	285.0	883623
