OTU id	GC content	stem length	length of U-rich sequence	# of prediction / CDS	# of prediction / KB in IGR	gene length	loop length	gene number	genome size	igr length	# downstream	# threeprime	Taxonomy
OTU-15531	54.4309399999999	13	5	0.341	4.341	2461857	5	2207	2789006	327149	607	146	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA1711;s__UBA1711 sp002354035
OTU-15540	50.88464	11	5	0.19	3.454	1954059	4	2044	2111867	157808	270	119	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002334915
OTU-15645	43.43942	14	7	0.226	2.436	2071887	5	2129	2347715	275828	360	121	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sinus
OTU-15684	43.21017	14	7	0.229	2.311	2178204	5	2337	2484188	305984	385	150	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__
OTU-15689	62.2828599999999	13	4	0.445	5.486	4839615	4	5149	5413065	573450	1694	597	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E chengduensis
OTU-15865	56.59773	15	5	0.463	5.026	1985784	4	1996	2294961	309177	801	124	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops
OTU-15869	60.18105	12	4	0.233	3.589	2445660	4	2596	2651282	205622	419	185	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_B;s__Erythrobacter_B sp002367375
OTU-15901	52.0205199999999	16	6	0.376	4.157	2357709	5	2610	2710592	352883	788	193	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691;s__
OTU-15913	42.2508399999999	13	7	0.338	3.805	4129692	5	3691	4537596	407904	792	454	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa
OTU-15940	61.48812	12	4	0.272	2.496	3785592	5	4637	4483853	698261	892	368	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003134075
OTU-15959	50.5143299999999	12	6	0.172	4.832	1479291	4	1610	1556901	77610	190	87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp003543635
OTU-15963	58.36634	11	4	0.206	2.513	2656215	5	3055	2993257	337042	449	179	d__Bacteria;p__Actinobacteriota;c__RBG-13-55-18;o__Fen-727;f__Fen-727;g__FEN-727;s__FEN-727 sp003154635
OTU-16014	42.4002599999999	14	7	0.313	2.986	2700450	6	2597	3126388	425938	626	187	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A
OTU-16023	56.44817	11	4	0.104	1.589	2138565	4.5	2177	2324846	186281	148	79	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002470275
OTU-16027	64.1317	15	0	0.334	2.731	1864482	5	1810	2167659	303177	512	93	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium granulosum
OTU-16107	53.6400699999999	15	6	0.311	3.716	1812099	4	1840	1988917	176818	387	185	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__
OTU-1617	52.84946	14	6	0.392	4.334	1527534	4	1570	1766555	239021	499	117	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000436075
OTU-16213	42.40866	12	6	0.209	2.511	988845	4.5	1208	1136987	148142	174	78	d__Bacteria;p__Patescibacteria;c__Kazan-3B-28;o__Kazan-3B-28;f__Kazan-3B-28;g__;s__
OTU-16215	47.1993999999999	12	6	0.093	1.451	1907952	5	2079	2099531	191579	135	58	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola;s__Litoricola sp002730235
OTU-16292	57.67124	12	5	0.219	2.517	1551171	5	1796	1736289	185118	261	132	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__Palsa-1315 sp002737345
OTU-1631	46.97358	14	6	0.412	4.354	2657508	5	2398	3061545	404037	770	218	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__
OTU-16417	33.87425	14	8	0.425	3.918	4261488	4	4129	4839571	578083	1337	416	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp003312915
OTU-16424	65.38683	16	5	0.413	5.701	2571324	4	2762	2844425	273101	769	373	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1750;g__UBA7102;s__
OTU-16460	46.52785	13	6	0.172	3.044	1737258	5	1820	1882467	145209	223	90	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA1977;g__UBA1977;s__UBA1977 sp002313355
OTU-1650	47.4156099999999	14	6	0.283	3.562	3189126	5	3344	3567810	378684	687	259	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__
OTU-16518	53.23238	13	6	0.234	4.814	1677555	4	1510	1783502	105947	219	135	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__RF16 sp002310195
OTU-1659	48.5348899999999	15	7	0.269	3.26	1621413	5	1741	1820488	199075	367	102	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DTU073;g__UBA3937;s__UBA3937 sp002385735
OTU-16683	41.41524	11	7	0.199	2.845	2651286	5	2712	2885353	234067	362	179	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__UBA4459;s__
OTU-16710	42.38491	13	5	0.33	1.853	6471411	4	6729	9360232	2888821	1637	581	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__UBA10656;s__UBA10656 sp002085445
OTU-16726	61.2964	12	4	0.221	3.355	2393673	4	2773	2616358	222685	407	205	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__SM1-46;s__SM1-46 sp001304215
OTU-16786	60.4873499999999	10	4	0.171	2.566	1438197	5	1628	1547295	109098	143	136	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA3015;g__UBA3015;s__UBA3015 sp002342345
OTU-16909	33.62751	10	7	0.092	2.418	871077	5	999	902505	31428	36	56	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__TMED189 sp002683085
OTU-1691	27.12334	14	8	0.264	2.704	2061579	5	2191	2268272	206693	345	233	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium vincentii
OTU-16944	65.82473	12	3	0.302	4.61	3062655	5	3326	3324678	262023	706	300	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus sp002294185
OTU-16985	43.2977999999999	12	6	0.249	2.997	2303334	5	2456	2591242	287908	468	144	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__Porticoccus sp002746985
OTU-16994	35.53671	14	9	0.338	2.387	716397	5	1006	912078	195681	227	113	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacterales;f__X112;g__HOT-345;s__
OTU-17082	51.9542499999999	12	5	0.398	4.406	4378125	4	4571	4916306	538181	1303	518	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter portucalensis
OTU-17294	56.6965	14	4	0.263	2.579	4385811	4	4219	5258541	872730	913	196	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus aurantiacus
OTU-17302	40.52983	12	6	0.196	2.672	817227	5	937	915278	98051	119	65	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__
OTU-17487	36.3048099999999	14	9	0.312	3.845	1643244	4	1804	1782137	138893	318	245	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__;s__
OTU-17492	46.8473199999999	16	6	0.25	3.31	2082018	4	1974	2356678	274660	405	89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas somerae
OTU-17535	46.08354	10	5	0.076	1.653	2092485	5	2327	2224337	131852	110	66	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__UBA8592;s__UBA8592 sp002724825
OTU-17597	64.23261	14	3	0.24	2.72	2679432	5	2753	2977544	298112	474	186	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Pseudopropionibacterium;s__
OTU-1770	60.36003	11	5	0.285	4.795	2756304	4	2514	2953994	197690	514	203	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__;g__;s__
OTU-18027	33.89031	12	9	0.332	2.824	1413273	4	1580	1528710	115437	142	383	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-988;s__CAG-988 sp003149915
OTU-18035	31.56755	13	8	0.256	3.087	1551804	4	1639	1708927	157123	284	136	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__LPB0138;s__
OTU-18053	33.2578699999999	16	7	0.432	3.775	2307648	5	2690	2708739	401091	901	261	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus saprophyticus_B
OTU-18143	53.01214	12	5	0.212	2.672	3708684	5	4128	4136410	427726	678	198	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudopelagicola;s__
OTU-18172	27.48619	11	8	0.083	2.272	407499	5	469	418064	10565	14	25	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
OTU-18198	60.03592	14	5	0.237	3.119	2075511	5	2115	2304732	229221	373	128	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp001875665
OTU-18209	28.87833	12	7	0.146	1.708	949296	5	947	1030684	81388	86	52	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borrelia;s__Borrelia turicatae
OTU-1821	45.35991	13	7	0.267	3.635	1815714	5	1916	2025041	209327	343	168	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA3738;s__UBA3738 sp002372505
OTU-18215	57.55262	12	5	0.269	3.55	3276252	4	3319	3581634	305382	605	289	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter persicus_A
OTU-18229	44.25288	10	5	0.208	2.789	3202644	4	3379	3713224	510580	552	150	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__Magnetobacterium;s__Magnetobacterium sp002753395
OTU-18237	33.80652	15	8	0.412	4.082	4662252	5	4461	5245985	583733	1418	418	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
OTU-18249	65.1963	11	0	0.164	1.764	3207210	5	3628	3563312	356102	366	230	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Bog-473 sp003169675
OTU-18264	55.36616	15	6	0.229	4.03	2596152	5	3249	2870116	273964	585	159	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__UBA1444;f__UBA1444;g__UBA1444;s__UBA1444 sp002329525
OTU-18282	66.77802	12	4	0.309	4.933	2820906	4	2540	3002934	182028	482	302	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__
OTU-18328	68.37009	13	3	0.511	5.498	4633050	4	4681	5218014	584964	1644	749	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter sp001427665
OTU-18330	64.06273	12	3	0.456	6.368	3420330	5	3705	3816678	396348	1264	424	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__Devosia sp001427605
OTU-18332	68.5828	13	3	0.442	5.028	4919868	4	5102	5511711	591843	1554	702	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter sp001426985
OTU-1836	36.21804	13	7	0.272	2.689	4506846	5	4504	5128187	621341	934	292	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia;s__Zunongwangia profunda
OTU-18360	62.7559	11	4	0.249	2.734	3502146	4	3219	3792977	290831	453	348	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__FEN-413;s__FEN-413 sp003141555
OTU-18368	34.7977099999999	13	8	0.31	3.986	1274262	5	1205	1365086	90824	213	160	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA2450;s__UBA2450 sp900314865
OTU-18380	67.69469	13	0	0.398	4.434	4733556	4	4950	5284268	550712	1439	530	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Defluviimonas_A;s__Defluviimonas_A sp002871005
OTU-18427	70.6458399999999	14	0	0.321	3.558	8667015	5	9680	9687995	1020980	2024	1085	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__
OTU-18430	44.1943599999999	12	5	0.373	3.248	4876455	5	5284	5909242	1032787	1468	503	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__
OTU-18439	44.64335	9	6	0.113	1.52	2486367	5	2546	2740912	254545	209	79	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA8366;s__UBA8366 sp002711555
OTU-18442	59.79092	15	5	0.464	5.3	1897308	5	1881	2163327	266019	685	188	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-18471	60.66977	14	5	0.45	5.469	5553171	4	5526	6163676	610505	1807	678	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001655595
OTU-18478	64.19693	13	3	0.331	4.195	3757242	4	3819	4140314	383072	856	408	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera terpenica
OTU-18486	52.36781	13	6	0.226	4.074	668337	4	811	715709	47372	103	80	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__;g__;s__
OTU-18511	57.73244	12	5	0.329	3.341	4761267	4	5099	5491527	730260	1302	374	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Uliginosibacterium;s__Uliginosibacterium sp002307175
OTU-18527	64.48871	12	3	0.237	3.2	5111862	4	6014	5616185	504323	859	566	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__Reyranella sp003153415
OTU-18556	68.78295	15	0	0.311	3.441	3543507	4	3708	3934699	391192	756	398	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Tessaracoccus;s__Tessaracoccus aquimaris
OTU-18564	68.37498	13	0	0.224	3.624	3764133	4	3771	4036211	272078	481	362	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-4-69-16;s__20CM-4-69-16 sp003220935
OTU-18626	63.69907	12	4	0.459	5.279	5393520	4	5374	5990820	597300	1772	697	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002112505
OTU-18631	41.49236	10	7	0.125	2.562	1348164	4	1396	1423882	75718	89	86	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__UBA7446 sp002862705
OTU-18643	34.73543	16	7	0.337	3.181	1995033	5	2285	2325452	330419	618	153	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus felis
OTU-18655	53.3354699999999	15	6	0.444	4.078	2190684	5	2327	2470970	280286	622	411	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_C;s__
OTU-18658	65.7708	12	4	0.286	4.171	5320266	4	5359	5745828	425562	908	625	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax sp001424835
OTU-18664	64.00746	13	4	0.278	2.834	3146808	4	3218	3506749	359941	588	306	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Tanticharoenia;s__Tanticharoenia sakaeratensis
OTU-18678	62.6560799999999	12	4	0.319	2.925	5045709	5	4508	5652140	606431	1016	421	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__PLanc-01;s__PLanc-01 sp001603075
OTU-18679	59.86371	15	5	0.483	5.357	1757193	5	1736	2006763	249570	673	166	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-18685	35.58697	13	9	0.305	2.837	1609686	4	1648	1806048	196362	259	244	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Ezakiellaceae;g__Ezakiella;s__Ezakiella coagulans
OTU-18696	29.0545199999999	15	8	0.239	2.342	1359681	5	1521	1575698	216017	285	78	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borrelia;s__Borrelia coriaceae
OTU-18699	37.6445999999999	11	8	0.222	1.501	1479078	5	1611	1810183	331105	249	108	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella doshiae
OTU-187	65.3276699999999	13	4	0.396	5.756	3263601	4	3364	3589703	326102	993	340	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azospira;s__Azospira oryzae
OTU-18714	60.37889	16	4	0.305	3.378	3970164	4	4111	4477818	507654	1077	177	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_A;s__Arthrobacter_A sp002929705
OTU-18717	48.54442	13	8	0.314	3.808	1824012	4	1880	1986843	162831	313	278	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_C;s__Peptoniphilus_C sp900343085
OTU-18740	68.57466	16	0	0.328	4.553	3837357	4	3789	4140872	303515	818	424	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__
OTU-18745	64.85401	13	4	0.484	4.847	3418611	4	3328	3865941	447330	1184	428	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter glycinis
OTU-18747	27.00595	12	9	0.329	2.841	1169307	6	1432	1289678	120371	148	323	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA5026;s__
OTU-18752	42.0850599999999	14	7	0.471	2.981	3876357	5	4603	4626523	750166	1174	995	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_Y;s__Bacillus_Y jeotgali_A
OTU-18753	35.01641	11	6	0.109	1.365	768951	5	966	849545	80594	59	46	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__GWC2-37-13;s__GWC2-37-13 sp002792355
OTU-18774	42.2435499999999	15	7	0.225	3.253	2870493	5	2872	3111831	241338	437	208	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp002431395
OTU-18776	47.60492	11	6	0.146	2.05	5214612	5	4884	5678892	464280	506	209	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__YA12-FULL-48-11;g__YA12-FULL-48-11;s__YA12-FULL-48-11 sp001804885
OTU-18834	67.32478	12	0	0.352	3.882	3749499	4	4019	4191297	441798	886	529	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__Microvirga sp000745135
OTU-18852	68.11058	12	0	0.338	4.218	4497480	4	4675	4950502	453022	949	631	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_F;s__
OTU-18859	56.20357	11	5	0.2	2.551	2266716	5	2512	2547393	280677	333	169	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__UBA967;s__
OTU-18863	28.70853	17	8	0.455	3.397	3774618	5	3996	4463546	688928	1330	490	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum
OTU-18864	56.0643	14	5	0.265	3.158	2460363	4	2793	2815973	355610	602	139	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp002730485
OTU-18873	61.33535	12	4	0.36	3.668	4691334	4	5165	5344253	652919	1387	473	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera aquimarina
OTU-18930	40.32342	16	7	0.329	3.629	3817509	5	3888	4260837	443328	934	347	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnotalea;s__Lachnotalea sp900184995
OTU-18937	52.1691299999999	13	5	0.144	3.412	1902597	5	1844	2039448	136851	208	58	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__
OTU-18941	47.23864	13	7	0.323	3.702	2220138	4	2350	2457574	237436	428	330	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__Solobacterium sp900343155
OTU-18947	40.4326499999999	13	6	0.333	3.144	5625087	5	5399	6358642	733555	1300	499	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter kyungheensis
OTU-18949	59.19978	12	4	0.253	3.69	3277779	4	3509	3580729	302950	627	260	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Litoreibacter;s__Litoreibacter albidus
OTU-18956	53.52643	11	5	0.179	1.898	2590929	5	2734	2949164	358235	374	116	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__2-12-FULL-54-10;f__2-12-FULL-54-10;g__2-12-FULL-54-10;s__2-12-FULL-54-10 sp001767075
OTU-18970	44.51473	16	8	0.276	3.352	1973118	5	2084	2177164	204046	449	127	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__
OTU-18973	65.51015	12	4	0.336	4.256	5677254	4	5596	6267305	590051	1235	647	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__Massilia sp001412595
OTU-18976	32.33318	11	6	0.206	1.605	964968	5	1298	1231060	266092	198	70	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia akari
OTU-18993	64.28061	15	4	0.431	5.215	4526796	5	4247	5033966	507170	1174	658	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__Promineofilum;s__Promineofilum breve
OTU-19001	55.67728	19	5	0.336	4.044	3113973	4	3187	3472078	358105	927	144	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Glutamicibacter;s__
